年月日,曜日,天候,入場者数(600円),入場者数(500円),入場者数(410円),入場者数(310円),入場者数(100円),入場者数(0円),入場者数(合計),英語,中国語,その他外国語,茶室利用者数(午前),茶室利用者数(午後),茶室利用者数(終日),茶室利用者数(合計),２階利用者数(午前),２階利用者数(午後),２階利用者数(終日),２階利用者数(合計),備考
2021/3/18,木,晴れ, 47 , 0 ,,, 0 ,2, 49 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/3/19,金,晴れ, 53 , 0 ,,, 0 ,5, 58 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/20,土,晴れ, 105 , 3 ,,, 5 ,13, 126 , 1 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/21,日,雨, 67 , 0 ,,, 2 ,6, 75 , 0 , 5 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2021/3/22,月,晴れ, 40 , 0 ,,, 2 ,12, 54 , 1 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/23,火,晴れ, 46 , 3 ,,, 0 ,17, 66 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/24,水,晴れ, 83 , 1 ,,, 0 ,15, 99 , 2 , 3 , 0 ,0,0,1,1, 1 , 0 , 0 , 1 ,
2021/3/25,木,晴れ, 74 , 2 ,,, 2 ,11, 89 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/26,金,晴れ, 119 , 1 ,,, 1 ,12, 133 , 1 , 4 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/27,土,晴れ, 144 , 2 ,,, 0 ,26, 172 , 0 , 4 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/28,日,雨, 88 , 2 ,,, 2 ,78, 170 , 0 , 8 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/3/29,月,晴れ, 131 , 2 ,,, 6 ,10, 149 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/3/30,火,曇り, 88 , 4 ,,, 1 ,13, 106 , 2 , 4 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/3/31,水,晴れ, 97 , 2 ,,, 3 ,14, 116 , 0 , 3 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/4/1,木,曇り, 80 , 1 ,,, 1 ,28, 110 , 0 , 0 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/2,金,晴, 98 , 0 ,,, 1 ,11, 110 , 0 , 5 , 1 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/4/3,土,曇り, 167 , 0 ,,, 3 ,7, 177 , 2 , 5 , 0 ,0,0,1,1, 1 , 1 , 0 , 2 ,
2021/4/4,日,雨, 93 , 0 ,,, 1 ,3, 97 , 0 , 2 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/4/5,月,晴れ, 59 , 0 ,,, 0 ,9, 68 , 1 , 0 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
2021/4/6,火,晴れ, 62 , 4 ,,, 0 ,11, 77 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/7,水,晴れ, 54 , 6 ,,, 1 ,12, 73 , 0 , 0 , 1 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/4/8,木,雨, 36 , 0 ,,, 1 ,0, 37 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/9,金,晴れ, 44 , 1 ,,, 3 ,7, 55 , 0 , 2 , 1 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/4/10,土,晴れ, 75 , 0 ,,, 2 ,5, 82 , 0 , 3 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/4/11,日,晴れ, 76 , 2 ,,, 4 ,4, 86 , 6 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/12,月,曇り, 28 , 0 ,,, 0 ,2, 30 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/4/13,火,曇り, 23 , 4 ,,, 2 ,9, 38 , 0 , 0 , 0 ,0,0,1,1, 0 , 1 , 0 , 1 ,
2021/4/14,水,曇り, 24 , 0 ,,, 1 ,14, 39 , 0 , 0 , 0 ,1,0,0,1, 1 , 0 , 0 , 1 ,
2021/4/15,木,曇り, 22 , 2 ,,, 0 ,9, 33 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/16,金,曇り, 27 , 0 ,,, 2 ,4, 33 , 0 , 0 , 0 ,1,0,0,1, 0 , 0 , 1 , 1 ,
2021/4/17,土,雨, 99 , 0 ,,, 0 ,2, 101 , 1 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/4/18,日,雨, 68 , 0 ,,, 0 ,6, 74 , 0 , 0 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
2021/4/19,月,晴れ, 28 , 0 ,,, 0 ,5, 33 , 0 , 0 , 0 ,0,0,1,1, 0 , 1 , 0 , 1 ,
2021/4/20,火,晴れ, 40 , 2 ,,, 0 ,10, 52 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/21,水,晴れ, 48 , 1 ,,, 3 ,3, 55 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/22,木,晴れ, 24 , 0 ,,, 2 ,8, 34 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/4/23,金,晴れ, 35 , 0 ,,, 5 ,11, 51 , 1 , 3 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/4/24,土,晴れ, 68 , 0 ,,, 12 ,12, 92 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/4/25,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/4/26,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/4/27,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/4/28,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/4/29,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/4/30,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/1,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/2,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/3,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/4,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/5,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/6,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/7,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/8,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/9,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/10,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/11,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/12,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/13,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/14,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/15,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/16,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/17,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/18,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/19,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/20,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/21,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/22,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/23,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/24,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/25,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/26,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/27,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/28,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/29,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/30,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/5/31,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,緊急事態宣言に伴う臨時閉場
2021/6/1,火,晴れ, 61 , 0 ,,, 0 ,2, 63 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/6/2,水,, 37 , 3 ,,, 0 ,6, 46 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/3,木,晴れ, 20 , 2 ,,, 1 ,1, 24 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/6/4,金,雨, 15 , 0 ,,, 0 ,6, 21 , 1 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/6/5,土,曇り, 76 , 0 ,,, 10 ,6, 92 , 1 , 4 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/6/6,日,曇り, 108 , 1 ,,, 24 ,2, 135 , 0 , 0 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2021/6/7,月,晴れ, 30 , 0 ,,, 0 ,9, 39 , 1 , 0 , 0 ,1,0,0,1, 1 , 0 , 0 , 1 ,
2021/6/8,火,晴れ, 62 , 2 ,,, 1 ,9, 74 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/9,水,晴れ, 33 , 0 ,,, 1 ,5, 39 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/10,木,, 23 , 0 ,,, 1 ,9, 33 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/11,金,曇り, 50 , 0 ,,, 3 ,5, 58 , 1 , 1 , 0 ,1,0,0,1, 0 , 0 , 1 , 1 ,
2021/6/12,土,晴れ, 112 , 0 ,,, 1 ,3, 116 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/6/13,日,雨のち曇り, 73 , 0 ,,, 3 ,10, 86 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/6/14,月,晴れ, 34 , 0 ,,, 1 ,5, 40 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/15,火,晴れのち雨, 33 , 0 ,,, 0 ,10, 43 , 0 , 0 , 0 ,0,0,1,1, 1 , 0 , 0 , 1 ,
2021/6/16,水,雨のち曇り, 69 , 0 ,,, 0 ,6, 75 , 0 , 2 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/6/17,木,晴れ, 58 , 0 ,,, 1 ,7, 66 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/18,金,曇り, 54 , 3 ,,, 1 ,3, 61 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/6/19,土,雨, 92 , 0 ,,, 2 ,7, 101 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/6/20,日,晴れ, 120 , 1 ,,, 5 ,11, 137 , 0 , 1 , 0 ,0,1,0,1, 1 , 0 , 0 , 1 ,
2021/6/21,月,晴れ, 40 , 6 ,,, 2 ,6, 54 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/6/22,火,曇り, 44 , 0 ,,, 1 ,8, 53 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/6/23,水,晴れ, 63 , 0 ,,, 0 ,6, 69 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/24,木,晴れ, 47 , 0 ,,, 0 ,6, 53 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/25,金,晴れのち雨, 50 , 0 ,,, 1 ,10, 61 , 0 , 2 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/6/26,土,曇り, 117 , 2 ,,, 3 ,5, 127 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/6/27,日,曇り, 75 , 1 ,,, 5 ,11, 92 , 0 , 0 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2021/6/28,月,曇り, 45 , 4 ,,, 0 ,16, 65 , 3 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/6/29,火,晴れ, 87 , 0 ,,, 0 ,10, 97 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/6/30,水,晴れ, 78 , 0 ,,, 1 ,16, 95 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/7/1,木,晴れ, 24 , 1 ,,, 0 ,3, 28 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/2,金,雨, 20 , 0 ,,, 0 ,0, 20 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/3,土,曇り, 60 , 1 ,,, 12 ,18, 91 , 3 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/4,日,雨のち曇り, 97 , 4 ,,, 2 ,7, 110 , 2 , 0 , 0 ,1,0,0,1, 1 , 0 , 0 , 1 ,
2021/7/5,月,雨のち曇り, 23 , 0 ,,, 0 ,3, 26 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/6,火,曇り, 22 , 0 ,,, 0 ,3, 25 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/7/7,水,雨, 55 , 0 ,,, 0 ,2, 57 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/7/8,木,雨, 22 , 0 ,,, 0 ,1, 23 , 0 , 0 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
2021/7/9,金,曇り, 24 , 5 ,,, 0 ,2, 31 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/10,土,曇り, 85 , 0 ,,, 12 ,12, 109 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/11,日,曇り時々雨, 78 , 4 ,,, 3 ,6, 91 , 0 , 2 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2021/7/12,月,曇り時々雨, 270 , 0 ,,, 0 ,0, 270 , 0 , 0 , 0 ,0,0,1,1, 0 , 0 , 1 , 1 ,
2021/7/13,火,曇り, 50 , 0 ,,, 0 ,5, 55 , 2 , 3 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/14,水,曇り時々雨, 44 , 0 ,,, 0 ,1, 45 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/15,木,晴れ時々雨, 34 , 0 ,,, 0 ,4, 38 , 2 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/7/16,金,曇り, 30 , 1 ,,, 0 ,6, 37 , 2 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/17,土,晴れ, 93 , 2 ,,, 17 ,4, 116 , 4 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/18,日,晴れ, 75 , 0 ,,, 1 ,29, 105 , 23 , 6 , 0 ,0,0,0,0, 1 , 1 , 0 , 2 ,
2021/7/19,月,晴れ, 35 , 2 ,,, 1 ,3, 41 , 4 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/20,火,晴れ, 48 , 0 ,,, 0 ,5, 53 , 4 , 2 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/7/21,水,晴れ, 33 , 2 ,,, 0 ,4, 39 , 0 , 0 , 0 ,1,0,0,1, 1 , 0 , 0 , 1 ,
2021/7/22,木,晴れ, 126 , 0 ,,, 1 ,2, 129 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/23,金,晴れ, 155 , 0 ,,, 4 ,5, 164 , 6 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/24,土,晴れ, 136 , 2 ,,, 3 ,15, 156 , 1 , 0 , 4 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/7/25,日,晴れ, 71 , 3 ,,, 1 ,6, 81 , 1 , 0 , 2 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/7/26,月,晴れ, 40 , 0 ,,, 1 ,3, 44 , 0 , 6 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/27,火,曇り, 21 , 0 ,,, 0 ,2, 23 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/28,水,雨, 13 , 0 ,,, 0 ,23, 36 , 0 , 6 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/29,木,晴れ, 43 , 0 ,,, 1 ,1, 45 , 1 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/7/30,金,曇り, 48 , 3 ,,, 11 ,3, 65 , 1 , 1 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/7/31,土,晴れ, 78 , 1 ,,, 1 ,4, 84 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/8/1,日,晴れ, 63 , 1 ,,, 0 ,2, 66 , 0 , 0 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/8/2,月,晴れ, 42 , 0 ,,, 0 ,5, 47 , 0 , 4 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/8/3,火,曇り, 54 , 0 ,,, 0 ,7, 61 , 0 , 4 , 0 ,0,1,0,1, 0 , 1 , 0 , 1 ,
2021/8/4,水,晴れ, 20 , 2 ,,, 2 ,4, 28 , 0 , 4 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/5,木,晴れ, 41 , 0 ,,, 1 ,1, 43 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/8/6,金,曇り, 22 , 0 ,,, 6 ,5, 33 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/7,土,晴れ, 52 , 0 ,,, 3 ,4, 59 , 1 , 4 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/8/8,日,晴れのち雨, 105 , 0 ,,, 1 ,7, 113 , 2 , 4 , 1 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/9,月,雨, 69 , 3 ,,, 4 ,2, 78 , 0 , 1 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/8/10,火,晴れ, 57 , 0 ,,, 3 ,2, 62 , 1 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/11,水,晴れ, 69 , 1 ,,, 3 ,10, 83 , 1 , 5 , 5 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/8/12,木,雨, 34 , 1 ,,, 0 ,0, 35 , 0 , 4 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/13,金,雨, 35 , 0 ,,, 0 ,5, 40 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/14,土,雨, 58 , 0 ,,, 0 ,6, 64 , 0 , 0 , 1 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/8/15,日,雨のち晴れ, 57 , 1 ,,, 0 ,7, 65 , 1 , 5 , 2 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/16,月,曇り, 54 , 0 ,,, 5 ,2, 61 , 1 , 6 , 3 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/17,火,雨, 19 , 1 ,,, 2 ,2, 24 , 1 , 3 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/18,水,雨, 43 , 0 ,,, 2 ,7, 52 , 0 , 4 , 4 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/8/19,木,雨, 47 , 1 ,,, 0 ,4, 52 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/8/20,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/21,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/22,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/23,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/24,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/25,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/26,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/27,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/28,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/29,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/30,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/8/31,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/1,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/2,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/3,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/4,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/5,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/6,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/7,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/8,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/9,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/10,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/11,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/12,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/13,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/14,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/15,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/16,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/17,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/18,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/19,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/20,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/21,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/22,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/23,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/24,金,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/25,土,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/26,日,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/27,月,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/28,火,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/29,水,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/9/30,木,,,,,,,, 0 ,,,,,,,0,,,, 0 ,臨時閉場
2021/10/1,金,晴れ, 52 , 3 ,,, 1 ,1, 57 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/10/2,土,晴れ, 119 , 1 ,,, 6 ,9, 135 , 0 , 0 , 3 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/10/3,日,晴れ, 130 , 1 ,,, 6 ,19, 156 , 0 , 2 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/10/4,月,晴れ, 41 , 1 ,,, 1 ,11, 54 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/10/5,火,晴れ, 79 , 0 ,,, 2 ,22, 103 , 0 , 0 , 3 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/10/6,水,晴れ, 57 , 0 ,,, 1 ,7, 65 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/10/7,木,晴れ, 57 , 2 ,,, 1 ,11, 71 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/10/8,金,晴れ, 74 , 0 ,,, 4 ,13, 91 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/10/9,土,晴れ, 141 , 0 ,,, 12 ,14, 167 , 0 , 6 , 2 ,0,0,0,0, 0 , 0 , 1 , 1 ,
2021/10/10,日,晴れ, 111 , 0 ,,, 3 ,30, 144 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/10/11,月,晴れ, 53 , 0 ,,, 1 ,10, 64 , 0 , 0 , 0 ,0,0,0,0, 1 , 0 , 0 , 1 ,
2021/10/12,火,曇り, 46 , 1 ,,, 3 ,12, 62 , 1 , 6 , 0 ,0,0,0,0, 0 , 1 , 0 , 1 ,
2021/10/13,水,晴れ, 77 , 0 ,,, 0 ,15, 92 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
2021/10/14,木,晴れ, 88 , 0 ,,, 2 ,12, 102 , 0 , 0 , 0 ,0,0,0,0, 0 , 0 , 0 , 0 ,
